Report_Name,Journal Requests (Excluding OA_Gold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report_ID,TR_J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution_Name,Wesleyan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution_ID,rsc:3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric_Types,Total_Item_Requests; Unique_Item_Requests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report_Filters,Data_Type=Journal; Access_Type=Controlled; Access_Method=Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report_Attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting_Period,Begin_Date=2020-07-01; End_Date=2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created,2022-11-18T21:28:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created_By,MPS for RSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,Print_ISSN,Online_ISSN,URI,Metric_Type,Reporting_Period_Total,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22
Nanoscale,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20403372/2009,rsc:NR,2040-3364,2040-3372,https://www.rsc.org/Publishing/Journals/NR/Index.asp,Total_Item_Requests,33,5,4,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,6,0,2,0,8,0,0
Nanoscale,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20403372/2009,rsc:NR,2040-3364,2040-3372,https://www.rsc.org/Publishing/Journals/NR/Index.asp,Unique_Item_Requests,14,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,2,0,4,0,0
Nanoscale Horizons,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20556764/2015,rsc:NH,2055-6756,2055-6764,https://www.rsc.org/Publishing/Journals/NH/Index.asp,Total_Item_Requests,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
Nanoscale Horizons,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20556764/2015,rsc:NH,2055-6756,2055-6764,https://www.rsc.org/Publishing/Journals/NH/Index.asp,Unique_Item_Requests,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Natural Product Reports,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14604752/1984,rsc:NP,0265-0568,1460-4752,https://www.rsc.org/Publishing/Journals/NP/Index.asp,Total_Item_Requests,85,0,0,8,3,9,0,1,4,7,4,4,2,1,1,0,10,6,6,5,9,3,2,0,0
Natural Product Reports,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14604752/1984,rsc:NP,0265-0568,1460-4752,https://www.rsc.org/Publishing/Journals/NP/Index.asp,Unique_Item_Requests,52,0,0,6,2,5,0,1,3,4,3,2,2,1,1,0,7,3,1,3,4,2,2,0,0
New Journal of Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/13699261/1998,rsc:NJ,1144-0546,1369-9261,https://www.rsc.org/Publishing/Journals/NJ/Index.asp,Total_Item_Requests,70,1,0,2,6,12,9,2,1,1,2,4,1,1,0,1,5,5,7,4,2,0,2,0,2
New Journal of Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/13699261/1998,rsc:NJ,1144-0546,1369-9261,https://www.rsc.org/Publishing/Journals/NJ/Index.asp,Unique_Item_Requests,53,1,0,2,4,8,6,2,1,1,1,3,1,1,0,1,4,4,5,2,2,0,2,0,2
Organic &  Biomolecular Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14770539/2003,rsc:OB,1477-0520,1477-0539,https://www.rsc.org/Publishing/Journals/OB/Index.asp,Total_Item_Requests,172,2,7,5,17,24,12,1,3,7,8,6,2,2,0,11,6,10,9,6,6,10,6,4,8
Organic &  Biomolecular Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14770539/2003,rsc:OB,1477-0520,1477-0539,https://www.rsc.org/Publishing/Journals/OB/Index.asp,Unique_Item_Requests,125,2,2,5,9,16,9,1,3,5,7,5,2,2,0,6,6,7,7,3,5,8,6,4,5
Organic Chemistry Frontiers,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20524129/2014,rsc:QO,,2052-4129,https://www.rsc.org/Publishing/Journals/QO/Index.asp,Total_Item_Requests,20,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0
Organic Chemistry Frontiers,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20524129/2014,rsc:QO,,2052-4129,https://www.rsc.org/Publishing/Journals/QO/Index.asp,Unique_Item_Requests,10,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
Photochemical & Photobiological Sciences,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14749092/2002,rsc:PP,1474-905X,1474-9092,https://www.rsc.org/Publishing/Journals/PP/Index.asp,Total_Item_Requests,9,0,0,1,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Photochemical & Photobiological Sciences,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14749092/2002,rsc:PP,1474-905X,1474-9092,https://www.rsc.org/Publishing/Journals/PP/Index.asp,Unique_Item_Requests,8,0,0,1,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Physical Chemistry Chemical Physics,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14639084/1999,rsc:CP,1463-9076,1463-9084,https://www.rsc.org/Publishing/Journals/CP/Index.asp,Total_Item_Requests,448,7,2,17,30,18,15,11,7,11,48,18,21,27,14,32,24,19,17,16,16,29,35,8,6
Physical Chemistry Chemical Physics,Royal Society of Chemistry,,pubs.rsc.org,10.1039/14639084/1999,rsc:CP,1463-9076,1463-9084,https://www.rsc.org/Publishing/Journals/CP/Index.asp,Unique_Item_Requests,319,5,2,15,18,12,12,5,7,10,33,13,12,16,8,22,19,18,14,10,14,18,26,6,4
Polymer Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/17599962/2010,rsc:PY,1759-9954,1759-9962,https://www.rsc.org/Publishing/Journals/PY/Index.asp,Total_Item_Requests,129,3,6,4,2,13,9,4,1,1,14,3,1,1,0,20,11,11,12,1,4,1,1,4,2
Polymer Chemistry,Royal Society of Chemistry,,pubs.rsc.org,10.1039/17599962/2010,rsc:PY,1759-9954,1759-9962,https://www.rsc.org/Publishing/Journals/PY/Index.asp,Unique_Item_Requests,89,2,5,1,2,10,7,2,1,1,5,1,1,1,0,15,9,10,7,1,2,1,1,3,1
Reaction Chemistry & Engineering,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20589883/2015,rsc:RE,,2058-9883,https://www.rsc.org/Publishing/Journals/RE/Index.asp,Total_Item_Requests,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reaction Chemistry & Engineering,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20589883/2015,rsc:RE,,2058-9883,https://www.rsc.org/Publishing/Journals/RE/Index.asp,Unique_Item_Requests,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RSC Advances,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20462069/2011,rsc:RA,,2046-2069,https://www.rsc.org/Publishing/Journals/RA/Index.asp,Total_Item_Requests,114,4,8,2,3,12,13,0,1,0,5,2,4,5,1,2,8,9,2,0,1,0,17,11,4
RSC Advances,Royal Society of Chemistry,,pubs.rsc.org,10.1039/20462069/2011,rsc:RA,,2046-2069,https://www.rsc.org/Publishing/Journals/RA/Index.asp,Unique_Item_Requests,91,3,3,2,3,10,8,0,1,0,5,2,3,5,1,2,5,7,2,0,1,0,14,11,3
RSC Medicinal Chemistry (previously MedChemComm),Royal Society of Chemistry,,pubs.rsc.org,10.1039/26328682/2020,rsc:MD,,2632-8682,https://www.rsc.org/Publishing/Journals/MD/Index.asp,Total_Item_Requests,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RSC Medicinal Chemistry (previously MedChemComm),Royal Society of Chemistry,,pubs.rsc.org,10.1039/26328682/2020,rsc:MD,,2632-8682,https://www.rsc.org/Publishing/Journals/MD/Index.asp,Unique_Item_Requests,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Soft Matter,Royal Society of Chemistry,,pubs.rsc.org,10.1039/17446848/2005,rsc:SM,1744-683X,1744-6848,https://www.rsc.org/Publishing/Journals/SM/Index.asp,Total_Item_Requests,146,9,9,2,14,5,0,1,10,17,9,7,9,0,2,3,8,10,1,3,1,6,4,0,16
Soft Matter,Royal Society of Chemistry,,pubs.rsc.org,10.1039/17446848/2005,rsc:SM,1744-683X,1744-6848,https://www.rsc.org/Publishing/Journals/SM/Index.asp,Unique_Item_Requests,109,4,8,2,10,4,0,1,9,14,4,3,6,0,2,2,8,9,1,2,1,4,3,0,12
The Analyst,Royal Society of Chemistry,,pubs.rsc.org,10.1039/13645528/1876,rsc:AN,0003-2654,1364-5528,https://www.rsc.org/Publishing/Journals/AN/Index.asp,Total_Item_Requests,16,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2,1,0
The Analyst,Royal Society of Chemistry,,pubs.rsc.org,10.1039/13645528/1876,rsc:AN,0003-2654,1364-5528,https://www.rsc.org/Publishing/Journals/AN/Index.asp,Unique_Item_Requests,10,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0
